county,type,cultivar,X2012_and_earlier,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,bearing,nonbearing,total,X2019_total
Los Angeles,table,BLACK IVORY,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,BLANC SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,CALMERIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,CANDY HEARTS,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,CANDY SNAPS,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,CASTLEROCK RED,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,CHRISTMAS ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,COTTON CANDY,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,CRIMSON SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,EARLY MUSCAT,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,EMERALD SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,EMPERATRIZ,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,EMPEROR,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,ESTEEM,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,FANTASY SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,FLAME SEEDLESS ,1,0,0,0,0,0,0,0,0,1,0,1,1
Los Angeles,table,FLAME TOKAY,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,FLAMING RED,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,FUNNY FINGERS,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,GOLDEN GLOBE,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,GREAT GREEN,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,HOLIDAY,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,IVORY,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,JACKS SALUTE,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,KELLY,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,KRISSY,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,KYOHO,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,LUISCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,MAGENTA,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,MIDNIGHT BEAUTY,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,MUSCAT FLAME,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,NIABELL,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,NICOLO,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,OTHER TABLE,1,0,0,0,0,0,0,0,0,1,0,1,1
Los Angeles,table,PERLETTE,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,PRINCESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,RASPBERRY LEMONADE,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,RED GLOBE ,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,RIBIER,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,ROYAL BLACK SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,RUBY SEEDLESS ,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SABLE SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SCARLET,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SCARLET ROYAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SCARLOTTA SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SUGRA-49,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SUGRA-51,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SUGRA-52,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SUGRA-53,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SUGRAONE ,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SUMMER ROYAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SWEET CELEBRATION,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SWEET GLOBE,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SWEET SAPPHIRE,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SWEET SCARLET,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,SWEET SUNSHINE,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,THOMCORD,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,TIMCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,TIMPSON,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,TOTAL TABLE,2,0,0,0,0,0,0,0,0,2,0,2,2
Los Angeles,table,TUDOR,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,VALLEY PEARL,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,table,VINTAGE RED,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,ALBARINO,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,ARNEIS,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,BURGER ,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,CATARRATTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,CHARDONNAY ,11,2,0,0,0,0,0,0,0,13,0,13,13
Los Angeles,white wine,CHENIN BLANC,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,FRENCH COLOMBARD,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,GEWURZTRAMINER,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,GRENACHE BLANC,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,GRUNER VELTLINER,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,MALVASIA BIANCA,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,MARSANNE,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,MOSCATO GAILLO,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,MUSCAT BLANC ,1,0,0,0,0,0,0,0,0,1,0,1,1
Los Angeles,white wine,MUSCAT OF ALEXANDRIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,MUSCAT ORANGE,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,OTHER WHITE WINE,4,0,0,0,0,0,0,0,0,4,0,4,4
Los Angeles,white wine,PALOMINO ,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,PICPOUL BLANC,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,PINOT BLANC,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,PINOT GRIS ,2,0,0,0,0,0,0,0,0,2,0,2,2
Los Angeles,white wine,ROUSSANNE,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,SAUVIGNON BLANC,3,0,0,0,0,0,0,0,0,3,0,3,3
Los Angeles,white wine,SAUVIGNON MUSQUE,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,SAUVIGNON VERT ,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,SEMILLON,1,0,0,0,0,0,0,0,0,1,0,1,1
Los Angeles,white wine,ST. EMILION ,13,0,0,0,0,0,0,0,0,13,0,13,13
Los Angeles,white wine,SYMPHONY,6,0,0,0,0,0,0,0,0,6,0,6,5
Los Angeles,white wine,TOCAI FRIULANO,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,TOTAL WHITE WINE,40,2,0,0,0,0,0,0,0,42,0,42,41
Los Angeles,white wine,TRIPLETT BLANC,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,VERDELHO,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,VERMENTINO,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,VIOGNIER,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,white wine,WHITE RIESLING ,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,raisin,BLACK CORINTH ,94,0,0,0,0,0,0,0,0,94,0,94,94
Madera,raisin,DOVINE,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,raisin,FIESTA,5271,0,3,28,0,0,0,0,0,5302,0,5302,5336
Madera,raisin,OTHER RAISIN,26,0,0,0,51,0,0,0,0,77,0,77,77
Madera,raisin,SELMA PETE,741,68,53,0,18,16,351,28,45,896,423,1319,1237
Madera,raisin,SULTANA,21,0,0,0,0,0,0,0,0,21,0,21,21
Madera,raisin,THOMPSON SEEDLESS,15261,0,9,8,0,0,66,0,0,15277,66,15343,16092
Madera,raisin,TOTAL RAISIN,21414,68,64,35,69,16,417,28,45,21666,489,22155,22857
Madera,red wine,AGLIANICO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,red wine,ALICANTE BOUSCHET ,108,0,0,4,0,0,0,0,0,112,0,112,112
Madera,red wine,BARBERA,903,0,0,0,0,0,0,0,0,903,0,903,933
Madera,red wine,CABERNET FRANC,21,0,0,0,0,0,0,0,0,21,0,21,21
Madera,red wine,CABERNET SAUVIGNON,3135,39,0,0,40,157,0,0,0,3370,0,3370,3379
Madera,red wine,CARIGNANE,1166,0,0,0,0,0,0,0,0,1166,0,1166,1185
Madera,red wine,CARMENERE,37,0,0,0,0,0,0,0,0,37,0,37,37
Madera,red wine,CARNELIAN,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,red wine,CENTURIAN,12,0,0,0,0,0,0,0,0,12,0,12,12
Madera,red wine,CHARBONO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,red wine,CINSAUT,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,red wine,COUNOISE,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,red wine,DOLCETTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,red wine,DORNFELDER,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,red wine,GAMAY  (NAPA) ,7,0,0,0,0,0,0,0,0,7,0,7,7
Madera,red wine,GRACIANO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,red wine,GRENACHE ,1033,0,0,7,0,0,0,0,0,1039,0,1039,1039
Madera,red wine,LAGREIN,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,red wine,MALBEC,46,0,0,0,0,0,0,0,0,46,0,46,46
Madera,red wine,MERLOT,2483,0,10,0,0,120,128,0,0,2613,128,2741,2777
Madera,red wine,MEUNIER ,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,red wine,MISSION,0,0,0,0,0,0,50,0,0,0,50,50,50
Madera,red wine,MONTEPULCIANO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,red wine,MOURVEDRE ,206,0,0,0,0,0,0,0,0,206,0,206,206
Madera,red wine,MUSCAT HAMBURG ,33,0,0,0,0,0,0,0,0,33,0,33,33
Madera,red wine,NEBBIOLO,21,0,0,0,0,0,0,0,0,21,0,21,21
Madera,red wine,OTHER RED WINE,227,0,0,0,0,0,0,0,0,227,0,227,227
Madera,red wine,PETIT VERDOT,32,13,6,0,0,0,0,0,0,51,0,51,71
Madera,red wine,PETITE SIRAH,138,0,0,4,0,0,0,0,0,142,0,142,142
Madera,red wine,PINOT NOIR,24,0,0,36,0,0,0,15,0,60,15,75,75
Madera,red wine,PRIMITIVO,31,95,0,0,0,0,0,0,0,126,0,126,126
Madera,red wine,ROYALTY,217,0,0,0,0,0,0,0,0,217,0,217,217
Madera,red wine,RUBIRED,1698,0,28,46,0,0,0,20,54,1772,74,1845,1772
Madera,red wine,RUBY CABERNET,865,0,0,0,0,0,0,0,0,865,0,865,865
Madera,red wine,SANGIOVESE ,72,0,0,0,0,0,0,0,0,72,0,72,72
Madera,red wine,SOUZAO,30,0,0,0,0,0,0,0,0,30,0,30,30
Madera,red wine,SYRAH ,1526,0,0,0,0,20,5,0,0,1546,5,1552,1552
Madera,red wine,TANNAT,0,12,0,0,6,0,5,0,0,18,5,23,23
Madera,red wine,TEMPRANILLO ,1,0,0,0,0,0,0,0,0,1,0,1,1
Madera,red wine,TEROLDEGO,0,0,0,0,0,0,5,0,0,0,5,5,5
Madera,red wine,TOTAL RED WINE,15985,189,69,96,103,370,193,35,54,16812,282,17093,17062
Madera,red wine,TOURIGA FRANCESCA,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,red wine,TOURIGA NACIONAL,7,0,0,0,0,0,0,0,0,7,0,7,7
Madera,red wine,ZINFANDEL,1904,30,25,0,57,73,0,0,0,2090,0,2090,2018
Madera,table,ADORA SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,ALLISON,0,0,0,27,0,65,0,0,0,92,0,92,92
Madera,table,ARRA MYSTIC DREAM,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,ARRA MYSTIC STAR,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,ARRA PASSION FIRE,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,ARRA PASSION PUNCH,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,ARRA SUGAR DROP,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,ARRA SWEETIES,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,AUTUMN CRISP,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,AUTUMN KING,46,19,25,80,0,0,19,9,0,169,27,197,191
Madera,table,AUTUMN ROYAL,112,0,0,0,0,0,0,0,0,112,0,112,121
Madera,table,BEAUTY SEEDLESS ,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,BLACK IVORY,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,BLANC SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,CALMERIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,CANDY HEARTS,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,CANDY SNAPS,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,CASTLEROCK RED,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,CHRISTMAS ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,COTTON CANDY,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,CRIMSON SEEDLESS,152,0,0,0,0,0,0,0,0,152,0,152,181
Madera,table,EARLY MUSCAT,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,EMERALD SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,EMPERATRIZ,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,EMPEROR,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,ESTEEM,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,FANTASY SEEDLESS,17,0,0,0,0,0,0,0,0,17,0,17,57
Madera,table,FLAME SEEDLESS ,303,0,0,0,0,0,0,0,17,304,17,320,337
Madera,table,FLAME TOKAY,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,FLAMING RED,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,FUNNY FINGERS,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,GOLDEN GLOBE,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,GREAT GREEN,0,0,0,50,0,0,15,0,0,50,15,65,65
Madera,table,HOLIDAY,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,IVORY,0,0,0,0,0,32,50,0,0,32,50,82,32
Madera,table,JACKS SALUTE,0,10,0,0,0,0,0,0,0,10,0,10,10
Madera,table,KELLY,0,0,0,0,0,0,0,0,0,0,0,0,5
Madera,table,KRISSY,49,0,0,0,0,74,0,0,0,123,0,123,0
Madera,table,KYOHO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,LUISCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,MAGENTA,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,MIDNIGHT BEAUTY,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,MUSCAT FLAME,1,0,0,0,0,0,0,0,0,1,0,1,1
Madera,table,NIABELL,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,NICOLO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,OTHER TABLE,47,0,0,0,0,34,30,0,0,81,30,111,169
Madera,table,PERLETTE,1,0,0,0,0,0,0,0,0,1,0,1,1
Madera,table,PRINCESS,2,0,0,0,0,0,0,0,0,2,0,2,2
Madera,table,RASPBERRY LEMONADE,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,RED GLOBE ,17,0,0,0,0,0,0,0,0,18,0,18,18
Madera,table,RIBIER,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,ROYAL BLACK SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,RUBY SEEDLESS ,88,0,0,0,0,0,0,0,0,88,0,88,88
Madera,table,SABLE SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,SCARLET,7,0,0,0,0,0,0,0,0,7,0,7,7
Madera,table,SCARLET ROYAL,19,36,0,30,36,0,38,0,0,121,38,159,159
Madera,table,SCARLOTTA SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,SUGRA-49,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,SUGRA-51,0,0,0,0,0,0,0,0,0,0,0,0,123
Madera,table,SUGRA-52,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,SUGRA-53,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,SUGRAONE ,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,SUMMER ROYAL,2,0,0,0,0,0,0,0,0,2,0,2,2
Madera,table,SWEET CELEBRATION,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,SWEET GLOBE,0,0,0,0,0,0,0,27,34,0,61,61,27
Madera,table,SWEET SAPPHIRE,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,SWEET SCARLET,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,SWEET SUNSHINE,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,THOMCORD,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,TIMCO,42,0,0,0,0,0,0,0,0,42,0,42,0
Madera,table,TIMPSON,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,TOTAL TABLE,903,65,25,187,36,206,152,36,51,1422,238,1661,1692
Madera,table,TUDOR,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,VALLEY PEARL,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,table,VINTAGE RED,0,0,0,0,0,0,0,0,0,0,0,0,5
Madera,white wine,ALBARINO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,ARNEIS,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,BURGER ,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,CATARRATTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,CHARDONNAY ,4115,0,0,0,0,303,310,0,0,4418,310,4728,4715
Madera,white wine,CHENIN BLANC,388,15,37,0,40,0,5,0,0,480,5,485,498
Madera,white wine,FRENCH COLOMBARD,4906,57,9,4,0,0,0,0,98,4976,98,5074,5080
Madera,white wine,GEWURZTRAMINER,0,0,0,0,0,0,50,0,0,0,50,50,50
Madera,white wine,GRENACHE BLANC,2,0,0,0,0,0,0,0,0,2,0,2,2
Madera,white wine,GRUNER VELTLINER,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,MALVASIA BIANCA,284,0,0,0,0,0,0,0,0,284,0,284,284
Madera,white wine,MARSANNE,2,0,0,0,0,0,0,0,0,2,0,2,2
Madera,white wine,MOSCATO GAILLO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,MUSCAT BLANC ,146,2,0,0,0,0,2,0,10,147,12,159,147
Madera,white wine,MUSCAT OF ALEXANDRIA,499,0,0,0,0,0,0,0,0,499,0,499,527
Madera,white wine,MUSCAT ORANGE,33,0,0,0,0,0,0,0,0,33,0,33,33
Madera,white wine,OTHER WHITE WINE,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,PALOMINO ,43,0,0,0,0,0,0,0,0,43,0,43,43
Madera,white wine,PICPOUL BLANC,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,PINOT BLANC,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,PINOT GRIS ,831,0,166,0,0,98,0,0,0,1094,0,1094,1094
Madera,white wine,ROUSSANNE,2,0,0,0,0,0,0,0,0,2,0,2,2
Madera,white wine,SAUVIGNON BLANC,32,0,0,0,0,19,19,18,0,51,37,88,88
Madera,white wine,SAUVIGNON MUSQUE,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,SAUVIGNON VERT ,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,SEMILLON,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,ST. EMILION ,80,0,0,0,0,0,0,0,0,80,0,80,80
Madera,white wine,SYMPHONY,75,0,0,0,0,0,0,0,0,75,0,75,80
Madera,white wine,TOCAI FRIULANO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,TOTAL WHITE WINE,11645,78,211,4,40,419,394,18,108,12397,520,12917,12945
Madera,white wine,TRIPLETT BLANC,158,4,0,0,0,0,0,0,0,162,0,162,162
Madera,white wine,VERDELHO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,VERMENTINO,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,white wine,VIOGNIER,4,0,0,0,0,0,8,0,0,4,8,12,12
Madera,white wine,WHITE RIESLING ,48,0,0,0,0,0,0,0,0,48,0,48,48
Marin,raisin,BLACK CORINTH ,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,raisin,DOVINE,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,raisin,FIESTA,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,raisin,OTHER RAISIN,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,raisin,SELMA PETE,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,raisin,SULTANA,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,raisin,THOMPSON SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,raisin,TOTAL RAISIN,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,AGLIANICO,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,ALICANTE BOUSCHET ,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,BARBERA,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,CABERNET FRANC,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,CABERNET SAUVIGNON,6,0,0,0,1,0,0,0,0,7,0,7,7
Marin,red wine,CARIGNANE,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,CARMENERE,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,CARNELIAN,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,CENTURIAN,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,CHARBONO,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,CINSAUT,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,COUNOISE,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,DOLCETTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,DORNFELDER,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,GAMAY  (NAPA) ,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,GRACIANO,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,GRENACHE ,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,LAGREIN,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,MALBEC,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,MERLOT,0,0,0,0,0,0,0,0,0,1,0,1,1
Marin,red wine,MEUNIER ,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,MISSION,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,MONTEPULCIANO,1,0,0,0,0,0,0,0,0,1,0,1,1
Marin,red wine,MOURVEDRE ,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,MUSCAT HAMBURG ,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,NEBBIOLO,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,OTHER RED WINE,1,0,0,0,0,0,0,0,0,1,0,1,1
Marin,red wine,PETIT VERDOT,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,PETITE SIRAH,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,PINOT NOIR,120,0,0,0,0,0,1,0,3,120,4,124,121
Marin,red wine,PRIMITIVO,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,ROYALTY,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,RUBIRED,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,RUBY CABERNET,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,SANGIOVESE ,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,SOUZAO,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,SYRAH ,3,0,0,0,3,0,0,0,0,6,0,6,6
Marin,red wine,TANNAT,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,TEMPRANILLO ,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,TEROLDEGO,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,TOTAL RED WINE,131,1,0,0,5,0,1,0,3,136,4,140,137
Marin,red wine,TOURIGA FRANCESCA,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,TOURIGA NACIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,red wine,ZINFANDEL,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,table,ADORA SEEDLESS,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,table,ALLISON,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,table,ARRA MYSTIC DREAM,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,table,ARRA MYSTIC STAR,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin,table,ARRA PASSION FIRE,0,0,0,0,0,0,0,0,0,0,0,0,0
